ID_BIO_PEIXES;DATA;MONTH;ANO;DAY;trim;MATRICULA;COD_FAO;PORTO_NOME;ARTE_EU;ARTE;N_OBS;SEXO;EST_MATURACAO;C_CLASSE;C_INDIVIDUAL;P_INDIVIDUAL;P_EVISCERADO;P_FIGADO;P_GONADAS;IDADE
3466;10/08/2018;8;2018;10;3;A-3670-C;WHB;Peniche;NA;NA;41;F;2;28;28.8;187.16;168.46;13.28;NA;4
3467;10/08/2018;8;2018;10;3;A-3670-C;WHB;Peniche;NA;NA;42;F;2;28;28.5;165.48;149.63;11.33;NA;NA
3468;10/08/2018;8;2018;10;3;A-3670-C;WHB;Peniche;NA;NA;43;F;2;28;28.3;167.81;154.47;8.97;NA;NA
3469;10/08/2018;8;2018;10;3;A-3670-C;WHB;Peniche;NA;NA;44;F;2;29;29.4;193.18;172.47;14.03;NA;3
3470;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;1;F;2;19;19.9;46.4;42.84;2.27;NA;NA
3471;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;2;F;2;19;19.3;43.1;40.03;1.9;NA;NA
3472;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;3;F;2;19;19.8;47.57;44.1;2.05;NA;1
3473;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;4;M;1;19;19.8;47.9;44.33;2.31;NA;0
3474;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;5;M;1;19;19.6;43.36;40.64;1.64;NA;NA
3475;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;6;F;1;20;20.7;51.3;48.51;1.28;NA;1
3476;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;7;M;2;20;20.2;47.03;43.79;2.1;NA;0
3477;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;8;F;2;20;20.7;51.42;47.35;2.35;NA;1
3478;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;9;M;2;20;20.5;47.07;44.38;NA;NA;1
3479;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;10;M;2;20;20.1;47.12;NA;1.97;NA;NA
3480;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;11;M;2;20;20.3;50.49;46.98;2.48;NA;0
3481;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;12;M;2;20;20.2;47.91;45.47;1.23;NA;NA
3482;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;13;F;2;20;20.4;47.14;44.55;1.7;NA;1
3483;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;14;M;2;20;20.8;52.39;48.7;1.8;NA;1
3484;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;15;F;2;20;20.6;47.31;44.86;0.69;NA;1
3485;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;16;M;2;21;21.9;58.57;55.2;1.85;NA;0
3486;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;17;M;2;21;21.7;59.05;50.82;1.54;NA;0
3487;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;18;F;2;21;21.4;59.13;54.08;1.58;NA;1
3488;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;19;M;2;21;21.7;59.54;56.17;2.02;NA;1
3489;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;20;F;2;21;21.2;51.91;49.55;1.25;NA;1
3490;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;21;M;2;21;21;56.09;52.32;2.57;NA;0
3491;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;22;F;2;21;21.7;64.61;59.27;3.77;NA;1
3492;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;23;M;2;22;22;74.72;69.69;2.39;NA;NA
3493;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;24;F;2;22;22.1;67.4;59.76;2.34;NA;1
3494;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;25;M;2;22;22.3;55.84;52.88;1.27;NA;NA
3495;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;26;M;2;22;22.9;67.12;63.44;1.81;NA;NA
3496;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;27;F;2;22;22.6;69.67;65.55;1.23;NA;0
3497;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;28;M;2;22;22.8;58.45;56.6;0.26;NA;NA
3498;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;29;M;2;22;22.7;64.35;61.01;1.04;NA;NA
3499;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;30;F;2;22;22.8;65.71;62.34;1.04;NA;0
3500;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;31;M;2;22;22.7;71.69;67.7;2.07;NA;NA
3501;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;32;M;2;22;22.1;65.66;62.94;1.02;NA;1
3502;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;33;F;2;23;23.5;84.31;79.42;2.05;NA;NA
3503;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;34;F;2;23;23.4;80.78;75.7;2.81;NA;NA
3504;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;35;M;2;23;23.8;72.15;67.44;1.49;NA;NA
3505;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;36;F;2;23;23.4;70.72;66.69;1.95;NA;1
3506;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;37;F;2;23;23.6;88.8;81;4.73;NA;NA
3507;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;38;M;2;23;23.3;61.19;58.37;0.72;NA;NA
3508;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;39;F;2;23;23.8;72.15;69.81;0.46;NA;1
3509;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;40;F;3;23;23.6;70.73;67.5;1.64;NA;NA
3510;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;41;M;2;23;23.8;80.8;72.55;2.14;NA;2
3511;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;42;M;2;23;23.4;58.1;55.99;0.3;NA;3
3512;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;43;F;2;23;23.7;NA;NA;2.21;NA;NA
3513;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;44;F;2;23;23.6;89.6;82.05;4.87;NA;1
3514;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;45;F;2;24;24.4;89.56;83.64;3.61;NA;NA
3515;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;46;F;3;24;24.1;83.27;77.89;3.11;NA;NA
3516;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;47;F;2;24;24.4;93.34;84.45;4.15;NA;NA
3517;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;48;F;3;24;24.8;85.1;80.61;2.84;NA;NA
3518;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;49;F;3;24;24.5;87.17;80.68;2.77;NA;NA
3519;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;50;F;2;24;24.3;88.66;82.09;2.47;NA;1
3520;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;51;F;2;24;24.9;99.49;92.47;4.68;NA;NA
3521;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;52;M;2;24;24.7;80.96;78.62;0.77;NA;NA
3522;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;53;M;2;24;24.7;92.42;88.15;2.42;NA;NA
3523;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;54;M;2;24;24.3;98.53;87.77;4.88;NA;1
3524;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;55;F;2;25;25.3;100.33;92.88;5.33;NA;NA
3525;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;56;F;3;25;25.1;103.27;93.48;5.71;NA;NA
3526;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;57;F;2;25;25.2;102.74;94.29;5;NA;NA
3527;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;58;F;3;25;25.7;113.95;102.64;6.27;NA;NA
3528;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;59;M;2;26;26.8;107.64;103.69;1.86;NA;NA
3529;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;60;F;2;27;27.8;116.15;112.11;0.84;NA;NA
3530;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;61;F;2;28;28.1;118.01;109.91;NA;NA;3
3531;22/11/2018;11;2018;22;4;A-3527-C;WHB;Peniche;NA;NA;62;F;2;30;30;146.24;141.7;1.27;NA;NA
3532;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;1;M;2;21;21.9;59.88;56.95;1.45;NA;NA
3533;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;2;M;2;22;22.8;65.88;61.87;2.63;NA;1
3534;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;3;M;2;22;22.7;72.41;67.21;3.01;NA;NA
3535;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;4;M;2;22;22.3;67.21;63.06;2.39;NA;NA
3536;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;5;M;2;21;21.9;66.72;62.27;2.71;NA;NA
3537;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;6;M;2;23;23.6;76.93;72.97;2.19;NA;2
3538;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;7;M;2;23;23.7;82.6;76.03;4.37;NA;NA
3539;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;8;M;2;23;23.8;87.2;80.28;4.33;NA;NA
3540;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;9;M;2;23;23.6;77.37;72.3;3.6;NA;NA
3541;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;10;F;3;23;23.3;NA;NA;2.6;NA;NA
3542;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;11;M;2;23;23.2;72.08;67.45;2.8;NA;NA
3543;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;12;F;2;24;24.3;87.04;81.84;3.74;NA;NA
3544;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;13;M;2;24;24.8;95.29;89.32;2.54;NA;NA
3545;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;14;M;2;24;24;86.79;80.92;2.88;NA;NA
3546;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;15;M;2;24;24.2;86.47;81.02;3.29;NA;1
3547;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;16;F;2;24;24.1;89;84.47;2.22;NA;NA
3548;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;17;F;2;24;24.7;94.91;86.9;5.25;NA;NA
3549;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;18;M;2;24;24;89.27;83.01;4.49;NA;NA
3550;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;19;F;3;24;24.2;92.81;83.39;6.93;NA;1
3551;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;20;F;2;24;24.8;94.15;81.68;3.73;NA;NA
3552;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;21;F;2;24;24.6;86.73;82.85;2.16;NA;NA
3553;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;22;M;2;24;24;84.41;79.44;2.52;NA;NA
3554;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;23;M;2;24;24;89.33;82.1;4.57;NA;NA
3555;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;24;F;2;25;25.4;94.92;87.96;5.42;NA;NA
3556;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;25;M;2;25;25.3;93.24;81.69;2.66;NA;NA
3557;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;26;F;2;25;25.7;105.81;100.07;3.55;NA;NA
3558;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;27;F;2;25;25.2;84.08;78.53;2.88;NA;1
3559;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;28;F;2;25;25.4;95.22;89.17;3.69;NA;NA
3560;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;29;F;2;25;25.7;102.56;96.11;4.77;NA;NA
3561;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;30;F;3;25;25.3;111.88;104.1;5.58;NA;NA
3562;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;31;M;2;25;25;99.27;91.79;5.35;NA;3
3563;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;32;M;2;25;25.5;102.52;96.49;4.21;NA;3
3564;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;33;M;3;25;25.2;98.14;89.47;5.28;NA;3
3565;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;34;F;2;25;25.1;81.66;77.85;2.11;NA;NA
3566;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;35;M;3;25;25.2;102.04;95.13;3.77;NA;NA
3567;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;36;F;2;25;25.5;99.66;93.53;3.86;NA;1
3568;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;37;M;2;25;25.9;108.3;102.21;4.47;NA;NA
3569;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;38;F;2;25;25.5;111.78;102.74;6.75;NA;NA
3570;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;39;F;2;25;25;97.52;89.44;5.41;NA;1
3571;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;40;M;2;26;26.8;114.45;107.77;4.06;NA;NA
3572;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;41;F;2;26;26.5;120.4;110.84;5.96;NA;NA
3573;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;42;F;2;26;26.7;137.91;126.73;7.87;NA;3
3574;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;43;F;3;26;26.4;117.62;105.54;8.2;NA;NA
3575;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;44;F;2;26;26.6;119.74;111.13;5.66;NA;1
3576;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;45;F;3;26;26.5;123.7;115.03;5.93;NA;NA
3577;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;46;F;2;27;27.8;142.94;133.36;5.88;NA;3
3578;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;47;F;2;27;27.1;134.18;121.8;7.83;NA;NA
3579;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;48;F;3;27;27.2;132.28;123.88;4.87;NA;NA
3580;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;49;F;3;27;27.7;151.87;136.58;10.53;NA;NA
3581;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;50;F;2;27;27.1;121.6;112.88;4.89;NA;NA
3582;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;51;F;3;28;28.6;157.4;143.26;8.93;NA;4
3583;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;52;F;3;28;28.7;142.91;128.44;8.13;NA;NA
3584;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;53;F;3;28;28;156.36;142.3;10.84;NA;NA
3585;13/12/2018;12;2018;13;4;A-3867-C;WHB;Peniche;NA;NA;54;F;2;29;29.1;158.72;149.9;4.54;NA;NA
3586;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;1;F;2;20;20.9;56.87;52.26;1.92;0.22;NA
3587;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;2;F;2;20;20.9;58.68;53.96;2.16;0.27;NA
3588;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;3;M;2;21;21.8;64.8;58.63;2.26;NA;NA
3589;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;4;F;2;21;21.2;58.2;54.05;1.9;0.1;NA
3590;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;5;F;2;21;21.4;58.31;54.34;1.26;0.06;NA
3591;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;6;F;2;21;21.6;63.33;57.63;3.06;0.49;NA
3592;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;7;F;2;21;21.2;60.82;56.31;1.76;0.3;NA
3593;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;8;M;2;21;21.4;67.77;62.21;3.07;NA;NA
3594;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;9;F;2;22;22.8;79.1;71.55;4.57;0.35;NA
3595;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;10;F;2;22;22.5;68.28;63.69;2.11;0.2;NA
3596;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;11;M;2;22;22.6;68.12;64.2;1.66;NA;NA
3597;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;12;M;2;22;22.9;71.42;67.25;2.25;NA;NA
3598;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;13;M;2;22;22.7;69.34;63.33;1.7;NA;NA
3599;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;14;M;2;22;22.3;64;60.51;1.18;NA;NA
3600;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;15;F;3;22;22.8;68.78;65.33;1.25;0.59;NA
3601;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;16;M;2;22;22.4;66.53;63.36;1.25;NA;NA
3602;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;17;F;2;22;22;68.92;62.04;2.71;0.18;NA
3603;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;18;M;2;22;22.5;62.7;59.08;1.22;NA;NA
3604;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;19;M;2;23;23.8;77.04;72.38;1.32;NA;NA
3605;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;20;M;2;23;23.4;78.92;72.1;1.94;NA;NA
3606;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;21;M;2;23;23.7;84.42;77.26;3.11;NA;NA
3607;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;22;F;2;23;23.7;88.43;80.76;3.54;NA;NA
3608;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;23;M;2;23;23.7;77.5;73.12;1.42;NA;NA
3609;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;24;M;2;23;23.1;69.33;64.1;1.95;NA;NA
3610;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;25;M;2;23;23.8;83.28;76.9;3.6;NA;NA
3611;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;26;M;2;23;23.1;64.34;61.12;1.41;NA;NA
3612;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;27;M;2;23;23.1;67.14;62.93;2.64;NA;NA
3613;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;28;F;3;23;23.3;83.43;73.3;3.48;3.5;NA
3614;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;29;M;2;23;23.8;71.86;68.41;0.84;NA;NA
3615;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;30;M;2;23;23.8;83.16;77.03;3.78;NA;NA
3616;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;31;M;2;24;24.5;77.43;72.65;0.89;NA;NA
3617;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;32;M;2;24;24.1;81.98;77.02;1.78;NA;NA
3618;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;33;M;2;24;24.8;73.06;70.62;0.55;NA;NA
3619;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;34;F;5;24;24.5;69.46;66.03;1.44;0.18;NA
3620;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;35;F;5;24;24.5;73.94;70.08;1.54;0.35;NA
3621;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;36;F;5;24;24.2;94.61;86.88;4.29;0.61;NA
3622;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;37;M;2;24;24.3;74.82;68.84;1.92;NA;NA
3623;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;38;M;2;24;24;80.76;75.65;2.35;NA;NA
3624;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;39;M;2;24;24.5;90.85;83.28;4.08;NA;NA
3625;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;40;M;2;24;24.7;85.9;80.78;2.25;NA;NA
3626;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;41;M;2;24;24.1;80.43;75.68;1.8;NA;NA
3627;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;42;M;2;24;24.1;68.08;64.52;0.9;NA;NA
3628;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;43;M;2;25;25.6;82.58;78.66;0.94;0.83;NA
3629;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;44;F;3;25;25.4;84.44;79.61;1.17;0.6;NA
3630;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;45;F;3;26;26.1;94.99;90.64;1.61;0.58;NA
3631;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;46;M;2;26;26.4;86.17;79.42;1.95;NA;NA
3632;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;47;F;3;26;26.3;89.41;82.26;1.18;1.42;NA
3633;11/03/2019;3;2019;11;1;PE-2916-C;WHB;Peniche;NA;NA;48;M;2;27;27.2;99.97;92.24;0.92;1.25;NA
3634;19/03/2019;3;2019;19;1;L-2046-C;WHB;Matosinhos;NA;NA;1;M;3;18;18.5;37.26;34.63;1.05;0.46;NA
3635;19/03/2019;3;2019;19;1;L-2046-C;WHB;Matosinhos;NA;NA;2;F;2;18;18.9;37.71;36.25;1.05;0.23;NA
3636;19/03/2019;3;2019;19;1;L-2046-C;WHB;Matosinhos;NA;NA;3;M;3;18;18.9;40.37;37.93;1.02;0.5;NA
3637;19/03/2019;3;2019;19;1;L-2046-C;WHB;Matosinhos;NA;NA;4;M;3;18;18.6;35.47;33.45;0.43;0.36;NA
3638;19/03/2019;3;2019;19;1;L-2046-C;WHB;Matosinhos;NA;NA;5;M;3;18;18.8;35.72;34.25;0.7;0.5;NA
3639;19/03/2019;3;2019;19;1;L-2046-C;WHB;Matosinhos;NA;NA;6;M;3;18;18.5;34.66;32.71;0.67;0.4;NA
3640;19/03/2019;3;2019;19;1;L-2046-C;WHB;Matosinhos;NA;NA;7;F;3;18;18.6;38.23;35.26;1.04;0.8;NA
3641;19/03/2019;3;2019;19;1;L-2046-C;WHB;Matosinhos;NA;NA;8;F;2;18;18;36.08;35.6;1.04;0.14;NA
3642;19/03/2019;3;2019;19;1;L-2046-C;WHB;Matosinhos;NA;NA;9;M;3;18;18.5;37.2;34.76;1.25;0.24;NA
3643;19/03/2019;3;2019;19;1;L-2046-C;WHB;Matosinhos;NA;NA;10;F;2;18;18.1;38.24;37.82;0.4;0.14;NA
3644;19/03/2019;3;2019;19;1;L-2046-C;WHB;Matosinhos;NA;NA;11;M;2;19;19.2;37.26;35.21;0.98;0.09;NA
3645;19/03/2019;3;2019;19;1;L-2046-C;WHB;Matosinhos;NA;NA;12;F;2;19;19.8;47.03;44.26;1.34;0.24;NA
3646;19/03/2019;3;2019;19;1;L-2046-C;WHB;Matosinhos;NA;NA;13;M;3;19;19.1;40.99;38.37;0.82;0.33;NA
3647;19/03/2019;3;2019;19;1;L-2046-C;WHB;Matosinhos;NA;NA;14;M;3;19;19.2;40.16;37.55;0.98;0.71;NA
3648;19/03/2019;3;2019;19;1;L-2046-C;WHB;Matosinhos;NA;NA;15;M;3;19;19.1;36.95;34.71;0.9;0.52;NA
3649;19/03/2019;3;2019;19;1;L-2046-C;WHB;Matosinhos;NA;NA;16;F;4;19;19.5;46.79;41.43;2;2.04;NA
3650;19/03/2019;3;2019;19;1;L-2046-C;WHB;Matosinhos;NA;NA;17;F;3;19;19.2;41.62;38.71;1.12;0.52;NA
3651;19/03/2019;3;2019;19;1;L-2046-C;WHB;Matosinhos;NA;NA;18;M;2;19;19.5;38.85;36.93;0.61;0.1;NA
3652;19/03/2019;3;2019;19;1;L-2046-C;WHB;Matosinhos;NA;NA;19;M;3;19;19.6;39.97;37.63;1.28;0.71;NA
3653;19/03/2019;3;2019;19;1;L-2046-C;WHB;Matosinhos;NA;NA;20;M;3;19;19.9;44.62;42.22;1.24;0.53;NA
3654;19/03/2019;3;2019;19;1;L-2046-C;WHB;Matosinhos;NA;NA;21;M;3;20;20;43.69;41.48;0.84;0.44;NA
3655;19/03/2019;3;2019;19;1;L-2046-C;WHB;Matosinhos;NA;NA;22;F;3;20;20.3;49.66;45.03;1.38;1.17;NA
3656;19/03/2019;3;2019;19;1;L-2046-C;WHB;Matosinhos;NA;NA;23;F;3;20;20.5;50.36;45.87;1.76;0.62;NA
3657;19/03/2019;3;2019;19;1;L-2046-C;WHB;Matosinhos;NA;NA;24;F;4;20;20.3;51.25;44.78;2.01;3.69;NA
3658;19/03/2019;3;2019;19;1;L-2046-C;WHB;Matosinhos;NA;NA;25;F;3;20;20.6;51.01;46.74;1.49;1.85;NA
3659;19/03/2019;3;2019;19;1;L-2046-C;WHB;Matosinhos;NA;NA;26;M;2;20;20.9;50.62;48.16;1.03;0.08;NA
